minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
830,2364218,688900,830,1295966,344035
831,2344991,690561,831,1301273,344865
832,2350610,692224,832,1306175,345696
833,2354833,693889,833,1310148,346528
834,2420418,695556,834,1312380,347361
835,2366468,697225,835,1310938,348195
836,2373961,698896,836,1316195,349030
837,2379124,700569,837,1319866,349866
838,2382834,702244,838,1323755,350703
839,2390365,703921,839,1364202,351541
840,2419799,705600,840,1330391,352380
841,2398930,707281,841,1332259,353220
842,2404868,708964,842,1336428,354061
843,2573931,710649,843,1339082,354903
844,2445385,712336,844,1370017,355746
845,2427979,714025,845,1344668,356590
846,2442311,715716,846,1348121,357435
847,2438233,717409,847,1351140,358281
848,2442644,719104,848,1356354,359128
849,2445588,720801,849,1403322,359976
850,2503845,722500,850,1361870,360825
851,2464464,724201,851,1372101,361675
852,2464072,725904,852,1368037,362526
853,2711381,727609,853,1482591,363378
854,2671128,729316,854,1552957,364231
855,2550102,731025,855,1377472,365085
856,2520419,732736,856,1390030,365940
857,2519478,734449,857,1382921,366796
858,2552564,736164,858,1430003,367653
859,2542866,737881,859,1391494,368511
860,2564409,739600,860,1392290,369370
861,2517489,741321,861,1396354,370230
862,2521252,743044,862,1399954,371091
863,2561130,744769,863,1405781,371953
864,2534681,746496,864,1407840,372816
865,2568902,748225,865,1406640,373680
866,2569676,749956,866,1412511,374545
867,2553214,751689,867,1415773,375411
868,2557141,753424,868,1420718,376278
869,2562605,755161,869,1424841,377146
870,2598612,756900,870,1424518,378015
871,2575926,758641,871,1429215,378885
872,2579134,760384,872,1429591,379756
873,2586472,762129,873,1436510,380628
874,2591379,763876,874,1440594,381501
875,2625635,765625,875,1442051,382375
876,2602221,767376,876,1445587,383250
877,2610518,769129,877,1448174,384126
878,2642792,770884,878,1477068,385003
879,2623637,772641,879,1451865,385881
880,2656819,774400,880,1457922,386760
881,2640870,776161,881,1461373,387640
882,2641751,777924,882,1466775,388521
883,2670934,779689,883,1490119,389403
884,2677460,781456,884,1471767,390286
885,2730927,783225,885,1474570,391170
886,2686286,784996,886,1503060,392055
887,2670127,786769,887,1479289,392941
888,2706121,788544,888,1484072,393828
889,2687815,790321,889,1516836,394716
890,2711341,792100,890,1494114,395605
891,2695736,793881,891,1496163,396495
892,2702278,795664,892,1497384,397386
893,2707540,797449,893,1503284,398278
894,2709718,799236,894,1530777,399171
895,2720174,801025,895,1508011,400065
896,2725834,802816,896,1511005,400960
897,2730171,804609,897,1516519,401856
898,2736105,806404,898,1518591,402753
899,2792075,808201,899,1522361,403651
900,2746449,810000,900,1525825,404550
901,2752427,811801,901,1530537,405450
902,2784273,813604,902,1532320,406351
903,2767476,815409,903,1532839,407253
904,2803105,817216,904,1540108,408156
905,2778421,819025,905,1648188,409060
906,2789025,820836,906,1545631,409965
907,2790302,822649,907,1550831,410871
908,2873384,824464,908,1563952,411778
909,2860812,826281,909,1555109,412686
910,2833692,828100,910,1588250,413595
911,2840104,829921,911,1562805,414505
912,2890695,831744,912,1588813,415416
913,2907614,833569,913,1679983,416328
914,3065793,835396,914,1698990,417241
915,2916669,837225,915,1577917,418155
916,2844553,839056,916,1581828,419070
917,2905889,840889,917,1583878,419986
918,2895465,842724,918,1593336,420903
919,2864845,844561,919,1612812,421821
920,2872039,846400,920,1593424,422740
921,2911330,848241,921,1665051,423660
922,2897375,850084,922,1598057,424581
923,2891424,851929,923,1603381,425503
924,2919468,853776,924,1609437,426426
925,2902496,855625,925,1610989,427350
926,2936217,857476,926,1617640,428275
927,2914021,859329,927,1619878,429201
928,2927131,861184,928,1622036,430128
929,2929197,863041,929,1625565,431056
930,2933916,864900,930,1677748,431985
931,2942051,866761,931,1662968,432915
932,2947743,868624,932,1637758,433846
933,2954442,870489,933,1636125,434778
934,2959240,872356,934,1643115,435711
935,3013902,874225,935,1647760,436645
936,2973113,876096,936,1673558,437580
937,2978128,877969,937,1654430,438516
938,2984267,879844,938,1656413,439453
939,3016139,881721,939,1662442,440391
940,3102941,883600,940,1663666,441330
941,3003761,885481,941,1665881,442270
942,3010345,887364,942,1672241,443211
943,3017588,889249,943,1702687,444153
944,3022939,891136,944,1679400,445096
945,3031055,893025,945,1678276,446040
946,3069494,894916,946,1686062,446985
947,3040732,896809,947,1716597,447931
948,3049128,898704,948,1691264,448878
949,3054159,900601,949,1696795,449826
950,3061309,902500,950,1699094,450775
951,3068353,904401,951,1703966,451725
952,3102409,906304,952,1706340,452676
953,3081322,908209,953,1711696,453628
954,3092549,910116,954,1713745,454581
955,3092882,912025,955,1717418,455535
956,3147795,913936,956,1722311,456490
957,3107521,915849,957,1723582,457446
958,3240657,917764,958,1734627,458403
959,3122316,919681,959,1731765,459361
960,3155257,921600,960,1736809,460320
961,3132739,923521,961,1735522,461280
962,3139824,925444,962,1743372,462241
963,3230999,927369,963,1767466,463203
964,3180685,929296,964,1750184,464166
965,3160234,931225,965,1752572,465130
966,3163784,933156,966,1781735,466095
967,3172319,935089,967,1760014,467061
968,3203939,937024,968,1766089,468028
969,3187429,938961,969,1767373,468996
970,3220483,940900,970,1772428,469965
971,3199855,942841,971,1775119,470935
972,3239893,944784,972,1811346,471906
973,3236619,946729,973,1780734,472878
974,3263294,948676,974,1809557,473851
975,3252018,950625,975,1788407,474825
976,3302594,952576,976,1817528,475800
977,3393473,954529,977,1943463,476776
978,3509214,956484,978,1826050,477753
979,3276109,958441,979,1829927,478731
980,3315324,960400,980,1834704,479710
981,3287662,962361,981,1858831,480690
982,3273177,964324,982,1813565,481671
983,3288090,966289,983,1842359,482653
984,3317039,968256,984,1821808,483636
985,3295351,970225,985,1826549,484620
986,3325457,972196,986,1830677,485605
987,3303088,974169,987,1833003,486591
988,3338656,976144,988,1838561,487578
989,3316084,978121,989,1840227,488566
990,3327630,980100,990,1847075,489555
991,3332048,982081,991,1872220,490545
992,3364486,984064,992,1853272,491536
993,3344676,986049,993,1855855,492528
994,3351467,988036,994,1860682,493521
995,3360234,990025,995,1921842,494515
996,3369999,992016,996,1866445,495510
997,3397992,994009,997,1880284,496506
998,3379968,996004,998,1874515,497503
999,3384772,998001,999,1906046,498501
1000,3398473,1000000,1000,1883421,499500
1001,3408315,1002001,1001,1885853,500500
1002,3405358,1004004,1002,1915606,501501
1003,3444339,1006009,1003,1891939,502503
1004,3418719,1008016,1004,1897882,503506
1005,3450466,1010025,1005,1901760,504510
1006,3440762,1012036,1006,1903462,505515
1007,3466880,1014049,1007,1909416,506521
1008,3447863,1016064,1008,1911777,507528
1009,3451963,1018081,1009,1916473,508536
1010,3458596,1020100,1010,1947129,509545
1011,3464135,1022121,1011,1922861,510555
1012,3471940,1024144,1012,1934361,511566
1013,3477706,1026169,1013,1932020,512578
1014,3534183,1028196,1014,1934356,513591
1015,3496004,1030225,1015,1939879,514605
1016,3524436,1032256,1016,1941711,515620
1017,3506425,1034289,1017,1945466,516636
1018,3539790,1036324,1018,1952115,517653
1019,3521479,1038361,1019,1953846,518671
1020,3525827,1040400,1020,1957728,519690
1021,3584814,1042441,1021,1995583,520710
1022,3543820,1044484,1022,1964703,521731
1023,3572989,1046529,1023,1968215,522753
1024,3554537,1048576,1024,1974015,523776
1025,3590913,1050625,1025,1976391,524800
1026,3569503,1052676,1026,1979742,525825
1027,3574863,1054729,1027,1985850,526851
1028,3584625,1056784,1028,1987778,527878
1029,3650712,1058841,1029,1991401,528906
1030,3595730,1060900,1030,1996806,529935
1031,3603483,1062961,1031,2000822,530965
1032,3633678,1065024,1032,2029073,531996
1033,3616759,1067089,1033,2008211,533028
1034,3622921,1069156,1034,2040044,534061
1035,3632731,1071225,1035,2015014,535095
1036,3698282,1073296,1036,2022173,536130
1037,3644275,1075369,1037,2024101,537166
1038,3656664,1077444,1038,2027753,538203
1039,3661073,1079521,1039,2057814,539241
1040,3669560,1081600,1040,2037193,540280
1041,3713927,1083681,1041,2041206,541320
1042,3680505,1085764,1042,2067199,542361
1043,3719335,1087849,1043,2046914,543403
1044,3703661,1089936,1044,2058050,544446
1045,3709947,1092025,1045,2056328,545490
1046,3708624,1094116,1046,2084914,546535
1047,3720289,1096209,1047,2062171,547581
1048,3812097,1098304,1048,2082226,548628
1049,3805056,1100401,1049,2122944,549676
1050,3799979,1102500,1050,2074464,550725
1051,3903670,1104601,1051,2103239,551775
1052,3796541,1106704,1052,2083726,552826
1053,3813317,1108809,1053,2089693,553878
1054,3765976,1110916,1054,2091370,554931
1055,3808775,1113025,1055,2116197,555985
1056,3783463,1115136,1056,2123575,557040
1057,3795741,1117249,1057,2121275,558096
1058,3817764,1119364,1058,2106092,559153
1059,3812025,1121481,1059,2111025,560211
1060,3842200,1123600,1060,2115925,561270
1061,3845101,1125721,1061,2119131,562330
1062,3821833,1127844,1062,2123248,563391
1063,3831750,1129969,1063,2155169,564453
1064,3836941,1132096,1064,2131196,565516
1065,3844692,1134225,1065,2133725,566580
1066,3927327,1136356,1066,2188865,567645
1067,3863535,1138489,1067,2142207,568711
1068,3866910,1140624,1068,2146934,569778
1069,3871594,1142761,1069,2150630,570846
1070,3907836,1144900,1070,2158529,571915
1071,3891264,1147041,1071,2157329,572985
1072,3896382,1149184,1072,2163094,574056
1073,3935020,1151329,1073,2167692,575128
1074,3911973,1153476,1074,2193693,576201
1075,3917635,1155625,1075,2198098,577275
1076,3929688,1157776,1076,2203713,578350
1077,3933920,1159929,1077,2180765,579426
1078,3967550,1162084,1078,2187306,580503
1079,3947564,1164241,1079,2190609,581581
1080,3982388,1166400,1080,2405886,582660
1081,4154790,1168561,1081,2223797,583740
1082,3996083,1170724,1082,2251724,584821
1083,4033535,1172889,1083,2231372,585903
1084,4005239,1175056,1084,2210157,586986
1085,4014217,1177225,1085,2214236,588070
1086,4028787,1179396,1086,2217363,589155
1087,4007297,1181569,1087,2231405,590241
1088,4010876,1183744,1088,2252440,591328
1089,4022299,1185921,1089,2259775,592416
1090,4024880,1188100,1090,2259217,593505
1091,4035798,1190281,1091,2240158,594595
1092,4039106,1192464,1092,2271760,595686
1093,4051115,1194649,1093,2247973,596778
1094,4053846,1196836,1094,2250034,597871
1095,4065412,1199025,1095,2253518,598965
1096,4099377,1201216,1096,2260907,600060
1097,4079784,1203409,1097,2265994,601156
1098,4085902,1205604,1098,2291495,602253
1099,4127312,1207801,1099,2272349,603351
1100,4103533,1210000,1100,2276743,604450
1101,4106962,1212201,1101,2280491,605550
1102,4141433,1214404,1102,2321613,606651
1103,4121042,1216609,1103,2289949,607753
1104,4180980,1218816,1104,2293384,608856
1105,4167082,1221025,1105,2325952,609960
1106,4171890,1223236,1106,2302410,611065
1107,4151932,1225449,1107,2312714,612171
1108,4189620,1227664,1108,2311432,613278
1109,4170447,1229881,1109,2312185,614386
1110,4177472,1232100,1110,2339967,615495
1111,4244082,1234321,1111,2321140,616605
1112,4193332,1236544,1112,2325265,617716
1113,4200804,1238769,1113,2327934,618828
1114,4232855,1240996,1114,2360888,619941
1115,4239384,1243225,1115,2336687,621055
1116,4222607,1245456,1116,2341297,622170
1117,4484703,1247689,1117,2534991,623286
1118,4576213,1249924,1118,2539763,624403
1119,4586943,1252161,1119,2547589,625521
1120,4592790,1254400,1120,2551326,626640
1121,4616106,1256641,1121,2554528,627760
1122,4609806,1258884,1122,2557376,628881
1123,4444739,1261129,1123,2372263,630003
1124,4281327,1263376,1124,2451033,631126
1125,4639486,1265625,1125,2520203,632250
1126,4423340,1267876,1126,2409941,633375
1127,4344337,1270129,1127,2387963,634501
1128,4387648,1272384,1128,2393746,635628
1129,4350860,1274641,1129,2644735,636756
1130,4713563,1276900,1130,2437832,637885
1131,4337153,1279161,1131,2406890,639015
1132,4377760,1281424,1132,2411236,640146
1133,4451434,1283689,1133,2415442,641278
1134,4359456,1285956,1134,2447760,642411
1135,4394938,1288225,1135,2447109,643545
1136,4376974,1290496,1136,2427744,644680
1137,4389228,1292769,1137,2458519,645816
1138,4421224,1295044,1138,2439787,646953
1139,4422698,1297321,1139,2439062,648091
1140,4406259,1299600,1140,2469846,649230
1141,4440327,1301881,1141,2446877,650370
1142,4421280,1304164,1142,2477735,651511
1143,4453569,1306449,1143,2486186,652653
1144,4488475,1308736,1144,2484136,653796
1145,4489997,1311025,1145,2495770,654940
1146,4522534,1313316,1146,2494049,656085
1147,4481210,1315609,1147,2477493,657231
1148,4465139,1317904,1148,2478585,658378
1149,4500711,1320201,1149,2483285,659526
1150,4506674,1322500,1150,2485425,660675
1151,4489193,1324801,1151,2491866,661825
1152,4562130,1327104,1152,2496630,662976
1153,4513581,1329409,1153,2500518,664128
1154,4535473,1331716,1154,2508044,665281
1155,4547300,1334025,1155,2509486,666435
1156,4527209,1336336,1156,2513602,667590
1157,4566928,1338649,1157,2517652,668746
1158,4571834,1340964,1158,2520894,669903
1159,4552218,1343281,1159,2524802,671061
1160,4560896,1345600,1160,2557842,672220
1161,4566971,1347921,1161,2534819,673380
1162,4598308,1350244,1162,2542800,674541
1163,4589610,1352569,1163,2571151,675703
1164,4654340,1354896,1164,2643809,676866
1165,4648934,1357225,1165,2550501,678030
1166,4683313,1359556,1166,2558533,679195
1167,4637279,1361889,1167,2561158,680361
1168,4623593,1364224,1168,2565014,681528
1169,4658638,1366561,1169,2572908,682696
1170,4642516,1368900,1170,2573463,683865
1171,4670174,1371241,1171,2606355,685035
1172,4655732,1373584,1172,2582561,686206
1173,4691227,1375929,1173,2588821,687378
1174,4667478,1378276,1174,2618283,688551
1175,4678705,1380625,1175,2595478,689725
1176,4734545,1382976,1176,2602245,690900
1177,4736701,1385329,1177,2606115,692076
1178,4725591,1387684,1178,2609392,693253
1179,4711388,1390041,1179,2616075,694431
1180,4751789,1392400,1180,2616581,695610
1181,4783694,1394761,1181,2631237,696790
1182,4766477,1397124,1182,2657167,697971
1183,4742462,1399489,1183,2632781,699153
1184,4749376,1401856,1184,2659230,700336
1185,4812262,1404225,1185,2638518,701520
1186,4792405,1406596,1186,2646334,702705
1187,4775883,1408969,1187,2649082,703891
1188,4812998,1411344,1188,2658040,705078
1189,4791600,1413721,1189,2656999,706266
1190,4795753,1416100,1190,2676448,707455
1191,4840326,1418481,1191,2666552,708645
1192,4811273,1420864,1192,2696998,709836
1193,4821530,1423249,1193,2700755,711028
1194,4831483,1425636,1194,2893033,712221
1195,5235545,1428025,1195,2765632,713415
1196,4971927,1430416,1196,2713156,714610
1197,4879373,1432809,1197,2745527,715806
1198,4914204,1435204,1198,2840455,717003
1199,4994853,1437601,1199,2701499,718201
1200,4879375,1440000,1200,2711123,719400
1201,4916527,1442401,1201,2713290,720600
1202,4953124,1444804,1202,2715127,721801
1203,4903782,1447209,1203,2723549,723003
1204,4961451,1449616,1204,2726692,724206
1205,4920022,1452025,1205,2729293,725410
